,feature_name,nlog_p_0,nlog_p_1,nlog_p_2,nlog_p_3,nlog_p_4,nlog_p_5
210,P4:5491,23.812356657542086,0.3676615042799067,6.980645838716366,5.464256771609984,0.015010117943929684,4.651342799006311
211,P4:5505,292.07799189807173,0.706071235860901,12.25621816337829,9.2606793277041,0.08877958549405891,3.3062074592227373
212,P4:5547,0.7990315046048375,0.05595913840926264,12.28776301109126,9.567886926058826,0.10009233985524033,0.09005823288465795
213,P4:5548,0.8111680386050535,0.06390614009043567,12.277043046182794,9.561634654320384,0.08958844871767593,0.08370472726094345
214,P4:5550,6.293658730306201,0.10257886069489518,12.427670563464776,9.81573273569788,0.3110320427120033,0.9817714496075886
215,P4:5551,5.226588070692806,0.066647662050265,12.225244930191085,9.567835549779744,0.17164086180096952,0.6866349643910468
216,P4:5553,9.023971249243617,0.18442138442450148,9.260673797323353,7.377528672817515,0.3809401383633522,1.7339116426391379
217,P4:5554,7.869008543772109,0.05827868476571706,9.338327300900623,7.33174580589173,0.19540653116455176,1.298949347442705
218,P4:5556,1.5690662723558202,0.07731372110050559,13.54239692435358,10.532338670970319,0.10207230351719636,0.20254705169096784
219,P4:5557,1.437296307221157,0.003448723502502061,13.906345967534572,10.727496479296098,0.061308359425296964,0.12254395262697597
220,P4:5559,18.507596081541553,0.6471781113526273,12.285458414294046,9.331683464041452,0.07863088426575286,3.356442572073981
221,P4:5560,15.70478026304407,0.29835158580092036,13.908618187504748,10.187675222987277,0.06834755036571472,2.6783162911971736
222,P4:5562,21.90882030999077,0.7647184671939598,8.571902532392551,6.443751317360569,0.05692937384274644,4.183005994739539
223,P4:5563,20.149546295700276,0.40106829961257634,10.215920891345894,7.280122903748382,0.059556393221811776,3.7161915662947713
224,P4:5565,2.967999463846453,0.4503020567018636,9.239894439976288,7.1503336596670595,0.07182347716049663,1.2539253025549293
225,P4:5566,2.8296113711579016,0.15885535716347138,11.700663397622732,8.784264431138922,0.018050281261232988,0.9154693389892503
226,P4:5568,24.69770537958168,1.1682587439871335,6.819908153925706,4.907519398381122,0.13289738217497102,5.024886773145954
227,P4:5569,22.964556988258423,0.8530151211861017,8.932446859745717,5.919222092774693,0.05789802845002596,4.710739982492981
228,P4:5572,23.128906416365105,0.8660606308509561,6.339136246728129,4.062661502264044,0.05780102795744565,4.641002575829115
229,P4:577,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
230,P4:579,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
231,P4:580,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
